t,controller,trajectory,run_id,odom_x,odom_y,odom_yaw,odom_v,odom_w,desired_x,desired_y,desired_yaw,error_ex,error_ey,error_etheta,cmd_v,cmd_w
31.18,Backstepping,circle,sim,-0.2899543308516619,0.04045822699185856,-0.29088699415094366,0.20154992920035758,0.20059277448478538,-0.2928300608268806,0.043835497690839054,-0.29718530717958586,0.0002978291097298116,0.0023956681616801013,-0.002286457538946518,0.20023774049920387,0.19932075628022805
31.2,Backstepping,circle,sim,-0.2860912670622962,0.039301706726006254,-0.2868751052452678,0.20162341732816716,0.20059444528379233,-0.2890030703793611,0.04267182987686924,-0.29318530717958624,0.00027643199944420746,0.002393432591148693,-0.0022983130286425846,0.20022061737551014,0.19931019883953655
31.220000000000002,Backstepping,circle,sim,-0.2822245872695676,0.03816098677559008,-0.28286570036433595,0.20157166606924956,0.20047024404659455,-0.28517145588888015,0.04152347929319811,-0.2891853071795858,0.00025355621765301816,0.0023912413469904673,-0.002310201934317968,0.20020231127106206,0.19929963594305047
31.240000000000002,Backstepping,circle,sim,-0.27835434324374886,0.03703606338470207,-0.2788552055892856,0.20152072756141498,0.20052473875251683,-0.2813352786611886,0.04039046431341076,-0.28518530717958535,0.00023170070598556953,0.002389090763330208,-0.0023196068152493976,0.20018482250745198,0.1992910797783079
31.26,Backstepping,circle,sim,-0.2744793514768527,0.03592659403779352,-0.2748453590310358,0.20153463365661692,0.20049232791248964,-0.2774946000750412,0.039272803065723005,-0.2811853071795858,0.0002108579482990612,0.002386985890706578,-0.002330101590300171,0.20016814342154282,0.19928167364209745
31.28,Backstepping,circle,sim,-0.2706003158488611,0.034832777089155754,-0.2708362584466272,0.20151521605300501,0.20045502922043087,-0.2736494815812124,0.038170513432690734,-0.2771853071795862,0.00018972706906405905,0.002384923884267657,-0.0023399481485504303,0.20015123411976732,0.1992728066538813
31.3,Backstepping,circle,sim,-0.2667181904013236,0.03375487135411533,-0.26682527613780693,0.20144961382471574,0.20054911544101303,-0.26979998470151534,0.037083613050924336,-0.27318530717958583,0.0001689744916400052,0.0023829058087506175,-0.002349048732958658,0.20013462779057078,0.19926455753011574
31.32,Backstepping,circle,sim,-0.26283174871938725,0.0326925388207035,-0.2628109025501303,0.20145085851540467,0.2007186793838298,-0.2659461710278196,0.036012119310807056,-0.2691853071795862,0.00014953034613931257,0.002380929004955409,-0.002360031041779287,0.20011906730251816,0.19925482284159132
31.34,Backstepping,circle,sim,-0.2589419835018285,0.03164606118397141,-0.2587979416094774,0.20140375425938717,0.20064804703264544,-0.2620881022210601,0.034956049356215546,-0.2651853071795858,0.00013006141056256713,0.0023789859369762437,-0.00237440462945554,0.20010348534898048,0.19924239133103863
31.36,Backstepping,circle,sim,-0.255047605572594,0.030615083714448783,-0.2547864164590312,0.20142674846189235,0.20057625752230748,-0.2582258400102571,0.03391542008424697,-0.2611853071795862,0.00011152329934493142,0.0023770599219378546,-0.0023873655701088237,0.2000886486883101,0.19923109812068585
